candidate_id,queue_id,source_document_id,pmid,pmcid,doi,title,journal_or_agency,publication_year,source_url,evidence_domain,candidate_modality,candidate_source_location,candidate_matched_terms,fetch_status,article_type,pmc_license,proposed_source_location,source_anchor_hash,machine_matched_terms,molecule_name_proposed,molecule_id,molecule_canonical_name,modality_name,target_gene_symbol_proposed,target_gene_symbol,disease_context,therapeutic_status,external_ids,verified_entity_table,endpoint_name_proposed,endpoint_name,endpoint_category_proposed,endpoint_category,evidence_type_proposed,evidence_type,assay_type_proposed,assay_type,model_context_proposed,model_context,organism,cell_line_or_tissue,dose_value,dose_unit,exposure_time_value,exposure_time_unit,replicate_count,assay_source_location,measured_value_proposed,measured_value,measured_unit_proposed,measured_unit,direction_proposed,direction,significance_label_proposed,significance_label,offtarget_gene_symbol,offtarget_transcript_id,measured_effect,effect_unit,match_type,seed_match_length,is_observed_experimental,is_computational_prediction,evidence_grade_proposed,evidence_grade,source_location_verified,benchmark_eligible_proposed,curator_decision,curator_id,validation_status,audit_note_proposed,audit_note,risk_flags
60,136,1035,41918821,PMC13034028,10.1093/narmme/ugag016,Integrating transcriptomics and proteomics to assess antisense oligonucleotide safety and efficacy: a time-resolved approach.,NAR Mol Med,2026,https://pubmed.ncbi.nlm.nih.gov/41918821/,toxicity,ASO,PubMed abstract sentence 1,toxicity;toxic;safety,cache,research-article,,Results > Tool ASO safety profile characterization in vitro and in vivo; paragraph 32,016fd63af7ecc448,toxicity; toxic; liver; safety; tolerability; aso; lna,,,tool ASO safety panel from PMID 41918821,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,mouse acute tolerability study and HepG2 Caspase 3/7 cytotoxicity assay,,mouse high-dose ASO exposure and HepG2 transfection time course,mouse; human,HepG2 cells; plasma,,,,,,Results > Tool ASO safety profile characterization in vitro and in vivo; paragraph 32,,,,,,increased,,significant,,,,,,,1,0,B,A,Results > Tool ASO safety profile characterization in vitro and in vivo; paragraph 32,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; Results section supports differential ASO liver toxicity by ALT elevation and concordant in vitro caspase activation.,none
103,227,1059,41949334,PMC13059674,10.1111/cts.70536,A Long-Term Human Liver Spheroid Model for Assessing Silencing and Durability of GalNAc-Conjugated siRNAs.,Clin Transl Sci,2026,https://pubmed.ncbi.nlm.nih.gov/41949334/,toxicity,siRNA,PubMed abstract sentence 9,toxicity;toxic;hepatotoxicity,cache,research-article,,Abstract; paragraph 1,18eb5ef4bc278fbd,toxicity; toxic; hepatotoxicity; liver; tolerability; sirna; galnac; phosphorothioate; lna,,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Abstract; paragraph 1,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",abstract_anchor_only
115,251,1065,41754970,PMC12944301,10.3390/pharmaceutics18020228,Unconventional Lysine-Type Lipid Assemblies Enable Efficient Antisense Oligonucleotide Delivery with Distinct Structural Features.,Pharmaceutics,2026,https://pubmed.ncbi.nlm.nih.gov/41754970/,toxicity,ASO,PubMed abstract sentence 6,toxicity;toxic,cache,research-article,,4. Conclusions; paragraph 33,c636b21c4df6d45a,toxicity; toxic; liver; safety; cytotoxicity; antisense oligonucleotide; antisense; oligonucleotide; aso,,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,4. Conclusions; paragraph 33,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
254,542,1141,42042810,PMC13119646,10.3390/vaccines14040334,CTLA-4 Antisense Oligonucleotide Contributes to Enhanced Immunogenicity of an Adjuvanted Recombinant Sporothrix spp. Enolase Antigen.,Vaccines (Basel),2026,https://pubmed.ncbi.nlm.nih.gov/42042810/,toxicity,ASO,PubMed abstract sentence 5,toxicity;toxic,cache,research-article,,1. Introduction; paragraph 5,db94a080eb012dd5,toxicity; toxic; cytotoxicity; immunogenicity; antisense oligonucleotide; antisense; oligonucleotide; aso,,,,ASO,,,,,{},toxicity_endpoint,immune activation,immune activation,immunotoxicity,immunotoxicity,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,1. Introduction; paragraph 5,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",intro_anchor_needs_primary_result
276,588,1153,41669684,PMC12883765,10.3389/fphar.2026.1736821,Efficacy and safety of small interfering RNA (siRNA) therapies for hypertriglyceridemia and mixed dyslipidemia: an updated systematic review and meta-analysis.,Front Pharmacol,2026,https://pubmed.ncbi.nlm.nih.gov/41669684/,toxicity,siRNA,PubMed abstract sentence 12,risk;adverse,cache,systematic-review,,Introduction; paragraph 6,03a803a5b6e663a3,liver; safety; antisense oligonucleotide; antisense; oligonucleotide; sirna; small interfering rna; galnac; lna,,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Introduction; paragraph 6,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",intro_anchor_needs_primary_result; review_or_meta_analysis
282,600,1156,41565351,PMC13053874,10.1177/10915818261417235,An Industry Perspective on Key Considerations for the ICH S13 Guidance: Nonclinical Safety Evaluations of Oligonucleotide-Based Therapeutics.,Int J Toxicol,2026,https://pubmed.ncbi.nlm.nih.gov/41565351/,toxicity,ASO,PubMed abstract sentence 7,toxicity;toxic;safety,cache,research-article,,Key Considerations and Recommendations > Genetic Toxicology; paragraph 21,e47a50b4af404122,toxicity; toxic; kidney; liver; oligonucleotide,,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,C,C,Key Considerations and Recommendations > Genetic Toxicology; paragraph 21,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",review_or_meta_analysis
336,716,1187,41977221,PMC13073686,10.3390/ijms27073032,siRNA Nanoparticle Delivery Strategies and Clinical Trial Advances in Tumor Therapy.,Int J Mol Sci,2026,https://pubmed.ncbi.nlm.nih.gov/41977221/,toxicity,siRNA,PubMed abstract sentence 6,toxicity;toxic,cache,review-article,,3. siRNA Nanoparticle Delivery System > 3.6. Coupling Technology; paragraph 34,0d5f5e74541095f0,toxicity; toxic; renal; liver; safety; cytotoxicity; immunogenicity; complement; sirna,,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,C,C,3. siRNA Nanoparticle Delivery System > 3.6. Coupling Technology; paragraph 34,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",review_or_meta_analysis
382,818,1215,41399312,PMC12877987,10.1002/smll.202509094,Delivery of Antisense Oligonucleotides Using the Nano-Cell Vesicle Technology System (nCVTs) for Targeted Cancer Therapy.,Small,2026,https://pubmed.ncbi.nlm.nih.gov/41399312/,toxicity,ASO,PubMed abstract sentence 4,toxicity;toxic,cache,research-article,,Results and Discussion; paragraph 25,60458b7b07ead307,toxicity; toxic; kidney; liver; safety,,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results and Discussion; paragraph 25,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
579,1357,1386,41922680,PMC13181104,10.1038/s41598-026-46162-0,Co-delivery of cisplatin and Bmi1 siRNA via nanocapsules overcomes chemoresistance in ovarian cancer.,Sci Rep,2026,https://pubmed.ncbi.nlm.nih.gov/41922680/,toxicity,siRNA,PubMed abstract sentence 7,toxicity;toxic,cache,research-article,,Results and discussion > CCL@Bmi1 siRNA suppress tumor growth in OC xenograft mouse models; paragraph 55,1d7877fe9f9f2204,toxicity; toxic; renal; kidney; liver; safety; sirna,Bmi1,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results and discussion > CCL@Bmi1 siRNA suppress tumor growth in OC xenograft mouse models; paragraph 55,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
610,1430,1407,41611213,PMC12893320embargo-date: 2027/01/29,10.1021/acs.biomac.5c02041,Bifunctional Silk Nanospheres for Targeted Delivery of Oligonucleotide Therapeutics to VEGFR-Positive Cells in the Tumor Microenvironment.,Biomacromolecules,2026,https://pubmed.ncbi.nlm.nih.gov/41611213/,toxicity,ASO,PubMed abstract sentence 2,toxicity;toxic,cache,research-article,,Abstract; paragraph 1,3f1a9694db4e5389,toxicity; toxic; liver; sirna; small interfering rna,,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Abstract; paragraph 1,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",abstract_anchor_only
625,1457,1413,41928909,PMC13040562,10.1039/d5cb00316d,Guanine base modifications in antisense oligonucleotides mitigate acute central nervous system toxicity.,RSC Chem Biol,2026,https://pubmed.ncbi.nlm.nih.gov/41928909/,toxicity,ASO,PubMed abstract sentence 2,toxicity;toxic,cache,research-article,,Result > Nucleobase-dependent effects of hypoxanthine substitution on in vivo CNS toxicity; Fig. 3 caption,751fd2b232f6b2b1,toxicity; toxic; neurotoxicity; tolerability; aso; gapmer; lna,,,,ASO,,,,,{},toxicity_endpoint,neurotoxicity,neurotoxicity,neurological,neurological,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Result > Nucleobase-dependent effects of hypoxanthine substitution on in vivo CNS toxicity; Fig. 3 caption,true,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",none
731,1685,1474,41783787,PMC12955106,10.1016/j.omtn.2026.102865,GalNAc-conjugated siRNA targeting C/EBPβ reverses metabolic dysfunction and restores liver homeostasis in a murine MASLD model.,Mol Ther Nucleic Acids,2026,https://pubmed.ncbi.nlm.nih.gov/41783787/,toxicity,siRNA,PubMed abstract sentence 4,toxicity;toxic;hepatotoxicity,cache,brief-report,,Results > In vitro silencing activity of GalNAc-siCEBPβ in primary mouse hepatocytes; paragraph 6,c55083d88dfc009a,toxicity; toxic; liver; cytotoxicity; sirna; galnac; lna,,,GalNAc-siCEBP?,siRNA,,CEBPB,,,{},toxicity_endpoint,hepatotoxicity,cytotoxicity,hepatic,cytotoxicity,,,full_text_experimental_context_needs_curator_resolution,primary mouse hepatocyte dose-response cytotoxicity observation,,primary mouse hepatocytes treated with GalNAc-siCEBP? for 48 h,mouse,primary mouse hepatocytes,,,,,,Results > In vitro silencing activity of GalNAc-siCEBPβ in primary mouse hepatocytes; paragraph 6,,,,,,no observed toxicity,,descriptive,,,,,,,1,0,B,C,Results > In vitro silencing activity of GalNAc-siCEBPβ in primary mouse hepatocytes; paragraph 6,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Full text checked; Results section reports no cytotoxicity during primary mouse hepatocyte GalNAc-siCEBP? dose-response testing, but details are data-not-shown.",none
1086,2580,1744,41755009,PMC12944025,10.3390/pharmaceutics18020268,Calcium/Aluminum-Cored Asymmetric Bilayer Nanoparticles for Codelivery of Ziyuglycoside II and PD-L1 siRNA Exert Anti-Breast Tumor Effects.,Pharmaceutics,2026,https://pubmed.ncbi.nlm.nih.gov/41755009/,toxicity,siRNA,PubMed abstract sentence 5,toxicity;toxic,cache,research-article,,3. Results and Discussion > 3.13. H&E Staining; paragraph 54,991d1d2bbbbb848f,toxicity; toxic; kidney; liver,,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,3. Results and Discussion > 3.13. H&E Staining; paragraph 54,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
1946,4624,2336,41810468,PMC12907858,10.1016/j.ajps.2026.101126,In vivo self-assembled siRNAs targeting VEGFR2 and mTOR for renal cell carcinoma treatment.,Asian J Pharm Sci,2026,https://pubmed.ncbi.nlm.nih.gov/41810468/,toxicity,siRNA,PubMed abstract sentence 4,toxicity;toxic,cache,research-article,,Results and discussion > Assessment of efficacy and toxicity in combined therapy for advanced ccRCC; paragraph 36,8724d6d7251812fa,toxicity; toxic; hepatotoxicity; liver; safety,VEGFR2,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results and discussion > Assessment of efficacy and toxicity in combined therapy for advanced ccRCC; paragraph 36,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
3111,7539,3211,41898774,PMC13026121,10.3390/ijms27062915,Functional siRNA Delivery via Jet Nebulization: Proof-of-Concept IL-1ß Silencing in Macrophage-like THP-1 Cells.,Int J Mol Sci,2026,https://pubmed.ncbi.nlm.nih.gov/41898774/,toxicity,siRNA,PubMed abstract sentence 4,toxicity;toxic,cache,research-article,,2. Results > 2.6. Knockdown of Endogenously Expressed IL-1β by Nebulized siRNA; paragraph 27,811c450443103704,toxicity; toxic; liver; cytotoxicity; sirna,,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,2. Results > 2.6. Knockdown of Endogenously Expressed IL-1β by Nebulized siRNA; paragraph 27,true,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",none
3148,7628,3237,41767047,PMC12945794,10.3389/fmolb.2026.1767656,ATP-sensitive peptide-based coacervates for intracellular delivery of therapeutic oligonucleotides.,Front Mol Biosci,2026,https://pubmed.ncbi.nlm.nih.gov/41767047/,toxicity,ASO,PubMed abstract sentence 2,toxicity;toxic,cache,brief-report,,Results and discussion; FIGURE 2 caption,80512edfa062e365,toxicity; toxic; liver; cytotoxicity,,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results and discussion; FIGURE 2 caption,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
3159,7655,3245,41754897,PMC12944518,10.3390/pharmaceutics18020154,"Delivery of siRNA and Chloroquine Through an Aspherical, Nanostructured Microparticle for Passive Targeting of Alveolar Macrophages and Inhibition of Local TNF-α Secretion.",Pharmaceutics,2026,https://pubmed.ncbi.nlm.nih.gov/41754897/,toxicity,siRNA,PubMed abstract sentence 5,toxicity;toxic,cache,research-article,,3. Results and Discussion > 3.9. Testing of siRNA Activity for Different Microrod Formulations; paragraph 72,020aaa3db81a97d6,toxicity; toxic; liver; cytotoxicity; sirna,,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,3. Results and Discussion > 3.9. Testing of siRNA Activity for Different Microrod Formulations; paragraph 72,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
3220,7818,3296,41561442,PMC12813501,10.1093/narcan/zcag002,Identification of siRNA silencing TGFβ1 and VEGFR2 and utility of the combination in targeting immune modulation and angiogenesis in treating melanoma in vivo.,NAR Cancer,2026,https://pubmed.ncbi.nlm.nih.gov/41561442/,toxicity,siRNA,PubMed abstract sentence 8,toxicity;toxic,cache,research-article,,Results and discussion; paragraph 56,aee8eaf3c40c0f24,toxic; liver; sirna,VEGFR2,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results and discussion; paragraph 56,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
3274,7940,3330,41477663,PMC12752751,10.1016/j.bioactmat.2025.11.049,Chiral metal nanozyme-enabled SOD2 activation and siRNA delivery cooperatively mitigating chronic heart failure.,Bioact Mater,2026,https://pubmed.ncbi.nlm.nih.gov/41477663/,toxicity,siRNA,PubMed abstract sentence 1,toxicity;toxic,cache,research-article,,Results and discussion > Biosafety of MnO2 nanozymes; paragraph 22,4ec0a83e57ec33fb,toxicity; toxic; renal; kidney; liver; safety,SOD2,,,siRNA,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results and discussion > Biosafety of MnO2 nanozymes; paragraph 22,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
44,106,1028,41467114,PMC12744863,10.1016/j.omtn.2025.102692,Unraveling and controlling late-onset neurotoxicity of antisense oligonucleotides through strategic chemical modifications.,Mol Ther Nucleic Acids,2025,https://pubmed.ncbi.nlm.nih.gov/41467114/,toxicity,ASO,PubMed abstract sentence 2,toxicity;toxic;adverse,cache,research-article,,Results > Gap modification of 5′-CP mitigates cytotoxicity and in vivo neurotoxicity across various PS-ASOs; paragraph 25,8427a5bfa70b3ba7,toxicity; toxic; neurotoxicity; liver; tolerability; cytotoxicity; aso,,,5?-CP-modified PS-ASO panel from PMID 41467114,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,neurotoxicity,hepatic,neurological,,,full_text_experimental_context_needs_curator_resolution,Neuro-2a cytotoxicity assay and rodent in vivo neurotoxicity study,,"Neuro-2a cells, mouse ICV dosing, and rat intrathecal dosing",mouse; rat,Neuro-2a cells; CNS tissue,,,,,,Results > Gap modification of 5′-CP mitigates cytotoxicity and in vivo neurotoxicity across various PS-ASOs; paragraph 25,,,,,,mitigated,,significant,,,,,,,1,0,B,A,Results > Gap modification of 5′-CP mitigates cytotoxicity and in vivo neurotoxicity across various PS-ASOs; paragraph 25,true,accept,jie_ni,curator_verified,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",Full text checked; Results section directly supports 5?-CP gap modification mitigating PS-ASO cytotoxicity and late-onset neurotoxicity.,none
50,116,1030,41021771,PMC12478598,10.1111/cts.70344,"Pharmacokinetics and Safety of Pelacarsen, a GalNAc(3)-Conjugated Antisense Oligonucleotide Targeting Apo(a), in Participants With Mild Hepatic Impairment.",Clin Transl Sci,2025,https://pubmed.ncbi.nlm.nih.gov/41021771/,toxicity,ASO,PubMed abstract sentence 2,safety;tolerability,cache,research-article,,Introduction; paragraph 4,336dcd916200f133,kidney; liver; adverse; safety; tolerability; antisense oligonucleotide; antisense; oligonucleotide; aso; galnac; lna,Pelacarsen,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Introduction; paragraph 4,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",intro_anchor_needs_primary_result
67,153,1040,41186228,PMC12691668,10.1128/aac.00679-25,"Safety, pharmacokinetics, and pharmacodynamics of the antisense oligonucleotide RO7239958 in healthy volunteers and adults with chronic hepatitis B infection.",Antimicrob Agents Chemother,2025,https://pubmed.ncbi.nlm.nih.gov/41186228/,toxicity,ASO,PubMed abstract sentence 3,safety;tolerability,cache,research-article,,INTRODUCTION; paragraph 4,b7b6fa2895bb7070,toxicity; toxic; neurotoxicity; renal; kidney; liver; antisense oligonucleotide; antisense; oligonucleotide; aso; galnac; locked nucleic acid; lna,RO7239958,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,INTRODUCTION; paragraph 4,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",intro_anchor_needs_primary_result
262,560,1146,40034209,PMC11875678,10.1016/j.omtn.2025.102476,SNA-modified antisense oligonucleotides: A new pathway for renal targeting?,Mol Ther Nucleic Acids,2025,https://pubmed.ncbi.nlm.nih.gov/40034209/,toxicity,ASO,PubMed abstract sentence 5,toxicity;toxic;renal;tolerability,cache,news,,Main text; paragraph 7,338aeb0a052d1d71,toxicity; toxic; renal; kidney; liver; safety; tolerability; oligonucleotide; aso,,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Main text; paragraph 7,true,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",none
286,612,1160,40654713,PMC12247940,10.1101/2025.05.01.651722,"Anti-Sense Oligonucleotide as a Therapeutic for Synucleinopathies: Pharmacokinetic, Safety and Efficacy Evaluation.",bioRxiv,2025,https://pubmed.ncbi.nlm.nih.gov/40654713/,toxicity,ASO,PubMed abstract sentence 7,toxicity;toxic,cache,research-article,,Abstract; paragraph 1,159793ed1dfd869a,toxicity; toxic; liver; antisense oligonucleotide; antisense; oligonucleotide; aso,,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Abstract; paragraph 1,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",abstract_anchor_only
612,1434,1408,41169576,PMC12569656,10.1021/jacsau.5c01005,"Cycloalkane Incorporation Into the 2',4'-Bridge of Locked Nucleic Acid: Enhancing Nuclease Stability, Reducing Phosphorothioate Modifications, and Lowering Hepatotoxicity in Antisense Oligonucleotides.",JACS Au,2025,https://pubmed.ncbi.nlm.nih.gov/41169576/,toxicity,ASO,PubMed abstract sentence 7,toxicity;toxic;hepatotoxicity,cache,research-article,,Results and Discussion > Reduction of Hepatotoxicity by scpBNA Series; paragraph 23,4dfcffc05c2234e9,toxicity; toxic; hepatotoxicity; renal; liver; safety; aso; gapmer; lna,,,,ASO,,,,,{},toxicity_endpoint,hepatotoxicity,hepatotoxicity,hepatic,hepatic,,,full_text_experimental_context_needs_curator_resolution,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,B,B,Results and Discussion > Reduction of Hepatotoxicity by scpBNA Series; paragraph 23,false,pending_pi_review,,machine_extracted_needs_human_verification,"Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.","Machine pre-curation only. Human curator must verify source anchor, molecule identity, assay context, endpoint, and grade before promotion.",discussion_or_conclusion_anchor
