id,molecule_id,assay_id,endpoint_name,endpoint_category,measured_value,measured_unit,direction,significance_label,is_observed_experimental,source_document_id,source_location,evidence_grade
1,14,14,DNA damage response,genotoxicity,,,increased,significant,1,1002,Results > ASO treatment cause activation of DNA repair enzymes and these proteins are enriched in ASO-seeded PS bodies; paragraph 15,A
2,15,15,hepatotoxicity,hepatic,,,increased,significant,1,1035,Results > Tool ASO safety profile characterization in vitro and in vivo; paragraph 32,A
4,17,17,neurotoxicity,neurological,,,mitigated,significant,1,1028,Results > Gap modification of 5′-CP mitigates cytotoxicity and in vivo neurotoxicity across various PS-ASOs; paragraph 25,A
5,18,18,hepatotoxicity,hepatic,,,no observed toxicity,non-significant,1,1780,Results > Liver and kidney toxicity assessment of BND6482; paragraph 61,B
6,19,19,safety/tolerability,general safety,,,no observed toxicity,non-significant,1,1782,Results > Safety assessments reveal L2-Htt is well tolerated in aged mice; paragraph 43,B
7,20,20,safety/tolerability,general safety,,,mitigated,descriptive,1,1822,RESULTS > Anti-PMM effect of TP-siRC@tHyNPs in vivo; paragraph 30,C
8,21,21,hepatotoxicity,hepatic,,,no observed toxicity,non-significant,1,1846,Results > Anti–miR-21-SNA Treatment Inhibits Kidney Cyst Growth; paragraph 32,B
9,22,22,safety/tolerability,general safety,,,increased,descriptive,1,2285,Results > Safety and Tolerability; paragraph 24,A
10,24,24,neurotoxicity,neurological,,,decreased,significant,1,1413,Result > Nucleobase-dependent effects of hypoxanthine substitution on in vivo CNS toxicity; Fig. 3 caption,A
11,25,25,cytotoxicity,general safety,,,no significant change,not significant,1,3211,2. Results > 2.6. Knockdown of Endogenously Expressed IL-1β by Nebulized siRNA; paragraph 27,C
12,26,26,neurotoxicity,neurological,,,increased,,1,1410,Results > CNS toxicity after RGLS4326 treatment in nonclinical toxicity studies; paragraph 7,A
13,27,27,safety/tolerability,general safety,,,no significant change,,1,2286,Results > Primary Efficacy: Safety; paragraph 27,A
15,29,29,cytotoxicity,general safety,,,no significant change,,1,3500,Results > PEI/PPI-based nanoparticles reveal low cytotoxic potential and polymer-dependently knock down SNCA mRNA in vitro; paragraph 6,C
16,30,30,safety/tolerability,general safety,,,no significant change,,1,3517,Results > Safety; paragraph 22,B
17,31,31,systemic safety,general safety,,,no significant change,,1,3529,Results > In vivo safety access; paragraph 30,B
18,32,32,cytotoxicity,general safety,,,decreased,,1,3574,"Results > In vitro evaluation of cytotoxicity, homologous targeting, and immune escape; paragraph 32",C
19,33,33,systemic safety,general safety,,,no significant change,,1,3590,Results > Assessment of biosafety in vivo; paragraph 42,B
20,34,34,transcriptome toxicity,general safety,,,,,1,3598,Results > Transcriptomic analysis of FSHD myotubes after siRNADUX4 treatment; paragraph 9,C
21,35,35,systemic safety,general safety,,,no significant change,,1,3740,Results > In vivo Safety of hEV@FAP-siTGFβ1; paragraph 42,B
22,36,36,immune activation,immunotoxicity,,,no significant change,,1,8490,Results > Safety and immune-response of siRNA-loaded mEVs; paragraph 15,B
23,37,37,systemic safety,general safety,,,no significant change,,1,12426,Results > In vivo clearance and traceable delivery of supraclusters; paragraph 9,B
24,38,38,neurotoxicity,neurological,,,decreased,significant,1,1110,Results > G-clamp modification in ASO targeting Malat1 RNA mitigates acute CNS toxicity of ASO; paragraph 11,A
25,39,39,neurotoxicity,neurological,,,decreased,significant,1,1115,Results > Using aCSF+ reduces the acute neurotoxicity of CNS-administered ASOs; paragraph 26,A
26,40,40,cytotoxicity,general safety,,,decreased,,1,1417,3. Results > 3.3. Cell Growth Inhibition by Antisense Oligonucleotides; paragraph 21,C
27,41,41,systemic safety,general safety,,,no significant change,,1,1886,3. Results > 3.7. In vivo toxicity of LNP-siTGFβRI; paragraph 36,B
28,42,42,safety/tolerability,general safety,,,,,1,2600,Results > Participants in phase I clinical trial; paragraph 55,A
30,44,44,cytotoxicity,general safety,,,no significant change,,1,3851,Results > Efficacy as siRNA carrier for RNA interference; paragraph 52,C
31,45,45,apoptosis/cytotoxicity,general safety,,,no significant change,,1,12064,3. Results > 3.6. Caspase 3/7 Activity; paragraph 35,C
32,46,46,cytotoxicity,general safety,,,decreased,,1,12122,Results > Synthesis and functional validation of P-E/S lip in vitro; paragraph 26,C
33,47,47,acute systemic safety,general safety,,,no significant change,,1,12435,Results > Significant knock-down efficacy using SWNT-PL-PEG-S-S-siRNA conjugate in a mouse xenograft model; paragraph 19,C
34,48,48,hepatic and renal toxicity,hepatic; renal,,,increased,,1,1138,2. Results; paragraph 20,B
35,49,49,cardiac and systemic safety,general safety,,,no significant change,,1,1960,Results > Myocardial I/R swine receiving miR-125a-5p agomir show no alterations in arrhythmic occurrences and serum chemistries; paragraph 23,B
36,50,50,systemic safety,general safety,,,no significant change,,1,2657,Results > Safety analysis; paragraph 31,B
37,51,51,immune and systemic safety,immunotoxicity,,,no significant change,,1,4022,Results > Intramuscular delivery of siRNAs using RBCEVs is non-toxic and non-inflammatory; paragraph 22,B
38,52,52,neurotoxicity,neurological,,,increased,,1,12067,Results > Effect of ASO oligonucleotide sequence and modifications on neurotoxicity; paragraph 16,A
39,53,53,hepatotoxicity,hepatic,,,decreased,significant,1,1409,RESULTS > Identification of potential nucleobase modifications that reduce LNA gapmer hepatotoxicity; Figure 2. caption,A
40,54,54,hepatotoxicity,hepatic,,,decreased,significant,1,1411,RESULTS > GNA improves the therapeutic index in rats; paragraph 33,A
41,55,55,transcriptome toxicity,general safety,,,increased,,1,1427,Results > DLin-MC3-DMA conjugate induces non-specific modulation of gene expression in several tissues; paragraph 35,B
42,56,56,hepatotoxicity,hepatic,,,increased,,1,1979,Results > A high intravenous dose of ALC-0315 LNPs increases some markers of liver toxicity.; paragraph 21,A
43,57,57,cytotoxicity and hemolysis,general safety,,,no significant change,,1,2305,3. Results > 3.8. Biocompatibility Assay; paragraph 41,C
45,59,59,cytotoxicity,general safety,,,no significant change,,1,4073,2. Results > 2.4. Toxicity Assays; paragraph 17,C
46,60,60,cytotoxicity,general safety,,,no significant change,,1,4096,Results > In vitro bio-safety of NDs; paragraph 33,C
47,61,61,renal safety,renal,,,no significant change,,1,1471,Results; paragraph 14,B
48,62,62,renal and hepatic safety,renal; hepatic,,,increased,,1,1632,Results > Evaluating the safety of the GalNAc conjugate in rat; paragraph 15,A
49,63,63,renal histopathology,renal,,,no significant change,,1,1636,article body; paragraph 10,C
50,64,64,neurodevelopmental safety,general safety,,,no significant change,,1,1646,Results > Selective suppression of polyQ-expanded AR by i.c.v.-injected LUNAR-REPU910 siRNA; paragraph 12,C
51,65,65,hepatotoxicity,hepatic,,,increased,,1,1999,3. Results > 3.3. Application for the Delivery of ASO > 3.3.2. Comparison of Hepatotoxicity between ASO and LNPssPalmO-Phe–ASO; paragraph 24,B
52,66,66,tolerability events,general safety,,,decreased,significant,1,2741,Results > Incidence and percentage of doses leading to adverse events; paragraph 22,C
53,67,67,systemic safety,general safety,,,no significant change,,1,4106,3. Results > 3.9. Toxicity Assessment; paragraph 31,C
54,68,68,renal safety,renal,,,no significant change,,1,4112,Results > In Vivo Studies; paragraph 30,B
55,69,69,local and systemic safety,general safety,,,no significant change,,1,4145,Results > In vivo biocompatibility of PM1(GT/siMMP-910) hydrogel; paragraph 60,B
56,70,70,cytotoxicity,general safety,,,increased,,1,1423,RESULTS > Biological evaluation of fully Rp and Sp gap modified ASOs; paragraph 18,B
57,71,71,cytotoxicity,general safety,,,no significant change,,1,1493,Results > Screening the Bioreducible Lipids for ASO Delivery In Vitro; paragraph 16,C
58,72,72,hepatic and renal safety,hepatic; renal,,,no significant change,,1,2225,Results > Safety Biomarkers at the End of H51(+67)W Treatment; paragraph 14,A
59,73,73,renal safety,renal,,,decreased,,1,2059,Results > GalNAc Conjugation Masked the In Vivo Nephrotoxicity Potential of AON Drug Candidates; paragraph 7,A
60,74,74,hepatotoxicity,hepatic,,,decreased,significant,1,2058,Results > Blocking siRNA-loaded RISC activity mitigates hepatotoxicity; paragraph 12,A
61,75,75,hepatotoxicity,hepatic,,,increased,,1,2319,Results > Apoptosis Induction by Hepatotoxic LNA-ASOs In Vitro Is RNase H1 Dependent; paragraph 8,A
62,76,76,renal safety,renal,,,increased,,1,2106,Results > Identification of Extracellular EGF as an In Vitro Marker of AON-Induced Tubulotoxicity; paragraph 9,A
63,77,77,hepatotoxicity,hepatic,,,increased,,1,2061,Results > In vivo hepatotoxicity of gapmers and ‘non-gapmers’; paragraph 8,A
64,78,78,hepatotoxicity,hepatic,,,increased,,1,2062,RESULTS > Targeted down-regulation of several long pre-mRNA transcripts by mixtures of MOE ASOs mimics LNA ASOs hepatotoxicity; paragraph 39,A
65,79,79,systemic safety,general safety,,,no significant change,,1,4241,Results > PMO-GF yields long-term efficacy and functional improvement; paragraph 8,B
66,80,80,hepatotoxicity,hepatic,,,increased,,1,2063,RESULTS > Evaluation of hepatotoxicity in mice; paragraph 14,A
67,82,82,hepatotoxicity,hepatic,,,,,1,1075,Abstract; paragraph 1,C
68,83,83,immune activation,immunotoxicity,,,,,1,1476,RESULTS > siFibrinogen did not cause adverse effects; paragraph 23,A
69,84,84,immune activation,immunotoxicity,,,,,1,6238,Results > Platelet-mediated siRNA delivery exhibits a favorable safety profile; paragraph 32,B
70,85,85,platelet/bleeding safety,hematologic,,,,,1,1242,Results > Drugs-Loaded GalNac-RBC-EVs Were Non-Toxic to Mice; paragraph 42,A
71,86,86,platelet/bleeding safety,hematologic,,,,,1,1532,Results > Safety; paragraph 28,A
72,87,87,renal safety,renal,,,,,1,1815,Results > LNPs biodistribution to the inflamed colon; paragraph 17,B
74,89,89,immune activation,immunotoxicity,,,,,1,3700,Introduction; paragraph 7,C
75,90,90,hepatotoxicity,hepatic,,,,,1,7859,Results > Evaluation of the cytotoxicity and siRNA transfection efficiency of LaN; paragraph 27,C
76,91,91,hepatotoxicity,hepatic,,,,,1,9324,Results > Therapeutic potential of GalNAc-siCIDEB in MASH; paragraph 16,B
77,92,92,renal safety,renal,,,,,1,12278,Discussion; paragraph 45,C
78,93,93,hepatotoxicity,hepatic,,,,,1,2609,Results; paragraph 18,A
79,94,94,platelet/bleeding safety,hematologic,,,,,1,1167,Results > Safety of LNA-i-miR-221; paragraph 28,A
81,96,96,hepatotoxicity,hepatic,,,,,1,2231,article body; paragraph 5,B
83,98,98,platelet/bleeding safety,hematologic,,,,,1,8005,Abstract; paragraph 1,C
84,99,99,platelet/bleeding safety,hematologic,,,,,1,1658,Results > Safety and tolerability > Thrombocytopenia and glomerulonephritis; paragraph 30,A
85,103,103,immune activation,immunotoxicity,,,,,1,1043,Results > Kinetics of cytokines released in response to PS ASOs vary according to sequence and chemistry; paragraph 30,B
86,104,104,hepatotoxicity,hepatic,,,,,1,1149,Results > Safety Assessment; paragraph 23,B
87,105,105,renal safety,renal,,,,,1,1202,Results > Assessing in vivo LNP safety: biochemical indicators and vital organ health; paragraph 29,C
88,106,106,renal safety,renal,,,,,1,1041,Results > SGLT2-SNA2-ASO suppressed renal SGLT2 expression without severe liver and renal tubular damage; paragraph 12,B
89,107,107,renal safety,renal,,,,,1,1262,2. Results > 2.4. MSTN-ASO Treatment Does Not Affect Kidney Functions; paragraph 15,B
90,108,108,immune activation,immunotoxicity,,,,,1,1843,Results > Reduced IFN-I-Related Neurotoxicities after Intracranial Administration of CpG-STAT3dsASO; paragraph 29,B
91,109,109,immune activation,immunotoxicity,,,,,1,2111,Abstract; paragraph 1,C
92,110,110,immune activation,immunotoxicity,,,,,1,3396,Discussion; paragraph 29,C
93,111,111,renal safety,renal,,,,,1,3423,Results > Biodistribution of the nanodevice; paragraph 11,B
94,112,112,renal safety,renal,,,,,1,3501,Results > In vivo biosafety assessment; paragraph 50,B
95,113,113,immune activation,immunotoxicity,,,,,1,3685,Methods > Biosafety of nanodrug; paragraph 27,B
96,114,114,immune activation,immunotoxicity,,,,,1,1565,Results > Short-term liver-targeted Angptl3 and Angptl4 silencing does not induce hepatic inflammation; paragraph 27,A
97,115,115,renal safety,renal,,,,,1,12439,Results > Biocompatibility of MPDA Nanodrugs; paragraph 43,B
99,117,117,platelet/bleeding safety,hematologic,,,,,1,1117,Results > D-siRNA has a better safety profile; paragraph 15,B
100,118,118,safety/tolerability,general safety,,,,,1,1148,RESULTS > Correlations identified using adverse event network analysis; FIGURE 1 caption,A
101,119,119,neurotoxicity,neurological,,,,,1,1479,Results > LNPs increase TA2 potency in vitro by decreasing lysosomal trafficking or increasing ASO uptake; paragraph 11,B
102,120,120,renal safety,renal,,,,,1,3970,Results > Gender differences; paragraph 25,B
104,82,122,hepatotoxicity,hepatic,,,,,1,1460,Discussion; paragraph 52,C
105,122,123,platelet/bleeding safety,hematologic,,,,,1,2730,Results > 2’MOE ASO (104838 and 501861) and CpG ASO increase platelet P-selectin expression in platelet-rich plasma and whole blood; Figure 1. caption,B
106,123,124,hepatotoxicity,hepatic,,,,,1,12550,Results > Delivery of antiviral antigens simultaneously in vitro; paragraph 22,B
107,124,125,renal safety,renal,,,,,1,12615,RESULTS > The chemical nature of the lipid conjugate defines the liver/kidney distribution profile; paragraph 29,B
108,125,126,immune activation,immunotoxicity,,,,,1,2321,Results > Immunostimulatory effect of ONs; paragraph 44,C
109,129,130,hepatotoxicity,hepatic,,,,,1,9006,Results > HPssPT delivers siRNA into HCC cells with potent transfection efficiency and favorable safety performance; paragraph 47,C
110,130,131,renal safety,renal,,,,,1,10207,Results > Safety; paragraph 24,A
111,130,132,renal safety,renal,,,,,1,2597,Results > Participants; paragraph 20,A
112,131,133,immune activation,immunotoxicity,,,,,1,10778,Results > The effect of HDO formation on class-related toxicities; paragraph 7,B
113,132,134,renal safety,renal,,,,,1,1602,RESULTS > Safety; paragraph 21,A
114,132,135,safety/tolerability,general safety,,,,,1,1621,RESULTS > Safety; paragraph 21,A
115,133,136,hepatotoxicity,hepatic,,,,,1,1431,Conclusion; paragraph 41,C
116,93,138,safety/tolerability,general safety,,,,,1,2299,RESULTS > Safety Evaluation; paragraph 46,A
117,144,148,hepatotoxicity,hepatic,,,,,1,1059,Results > Treatment of Hepatic Spheroids With Chemically Modified GalNAc‐Conjugated siRNA; FIGURE 2 caption,B
118,145,149,hepatotoxicity,hepatic,,,,,1,1065,3. Results and Discussions > 3.3. In Vitro Delivery of Splice-Switch ASO; paragraph 26,C
119,146,150,neurotoxicity,neurological,,,,,1,1173,Discussion; paragraph 43,C
120,147,151,renal safety,renal,,,,,1,1215,Results and Discussion; paragraph 25,C
121,148,152,renal safety,renal,,,,,1,1744,3. Results and Discussion > 3.12. Assessment of Biochemical Parameters; paragraph 53,C
123,150,154,immune activation,immunotoxicity,,,,,1,3330,Results and discussion > Biosafety of MnO2 nanozymes; paragraph 22,C
124,151,155,renal safety,renal,,,,,1,5624,Result and discussion > In vivo safety assessment; paragraph 61,C
125,152,156,renal safety,renal,,,,,1,1015,Abstract; paragraph 6,C
126,153,157,renal safety,renal,,,,,1,1030,Introduction; paragraph 4,C
127,154,158,neurotoxicity,neurological,,,,,1,1040,INTRODUCTION; paragraph 4,C
128,155,159,neurotoxicity,neurological,,,,,1,1160,Abstract; paragraph 1,C
129,156,160,renal safety,renal,,,,,1,1408,Results and Discussion > Reduction of Hepatotoxicity by scpBNA Series; paragraph 23,C
130,157,161,immune activation,immunotoxicity,,,,,1,1791,Results and discussion > Discussion; paragraph 49,C
131,158,162,hepatotoxicity,hepatic,,,,,1,2096,3. Results and Discussion > 3.3. Cytotoxicity Studies > 3.3.1. MTT Cytotoxicity Assay; paragraph 40,C
132,159,163,renal safety,renal,,,,,1,2098,3 Results and discussion > 3.7. Sub-acute skin toxicity of PF127 gel > 3.7.5. Assessment of renal function and potential toxicity.; paragraph 102,C
134,161,165,hepatotoxicity,hepatic,,,,,1,2483,Result and discussion > In-vitro cytotoxicity evaluation of surface-modified USMP; paragraph 45,C
135,162,166,renal safety,renal,,,,,1,2526,"3. Results and Discussion > 3.7. Toxicity Evaluation of Heart, Kidney, Liver, and Spleen; paragraph 55",C
136,163,167,hepatotoxicity,hepatic,,,,,1,2538,Results > Safety; paragraph 20,B
137,164,168,hepatotoxicity,hepatic,,,,,1,3428,Results and discussion > Preparation and characterization of si-Ce6@tLyP-1-NPs; paragraph 13,C
138,165,169,hepatotoxicity,hepatic,,,,,1,3493,4. Discussion; paragraph 29,C
140,167,171,renal safety,renal,,,,,1,3666,Results and Discussion > Biochemical Parameter Determination; paragraph 50,C
141,168,172,hepatotoxicity,hepatic,,,,,1,3749,Results and Discussion > Safety Profile of DDAB-cLNPs on Liver Cancer Cells; paragraph 28,C
142,109,173,hepatotoxicity,hepatic,,,,,1,3751,Introduction; paragraph 4,C
143,169,174,immune activation,immunotoxicity,,,,,1,3759,Discussion; paragraph 15,C
144,93,175,hepatotoxicity,hepatic,,,,,1,8812,Abstract > Methods and results; paragraph 2,C
145,170,176,renal safety,renal,,,,,1,9437,Results and Discussion > In vivo biosafety evaluation; paragraph 42,C
147,152,178,platelet/bleeding safety,hematologic,,,,,1,12141,Results > Safety of nusinersen sodium injection for the treatment of SMA; paragraph 41,A
148,172,179,neurotoxicity,neurological,,,,,1,12342,3. Results and Discussion; paragraph 21,C
149,173,180,neurotoxicity,neurological,,,,,1,1135,Discussion; paragraph 46,C
150,174,181,platelet/bleeding safety,hematologic,,,,,1,1286,Results > Primary endpoint: safety results; paragraph 19,A
151,175,182,hepatotoxicity,hepatic,,,,,1,1290,Results > Clinical trial results > Safety; paragraph 32,A
152,176,183,renal safety,renal,,,,,1,2104,Results and discussion > Design of gelasomes; paragraph 27,C
153,177,184,platelet/bleeding safety,hematologic,,,,,1,2297,Abstract; paragraph 1,C
154,93,185,hepatotoxicity,hepatic,,,,,1,2621,Results; paragraph 46,A
155,178,186,immune activation,immunotoxicity,,,,,1,3961,Introduction; paragraph 2,C
156,179,187,immune activation,immunotoxicity,,,,,1,12106,4. Discussion; paragraph 46,C
157,180,188,hepatotoxicity,hepatic,,,,,1,12433,2. Results and Discussion > 2.3. Biological Activity of Dendrimer/siRNA Complexes > 2.3.3. Cytotoxic Effect of Dendrimers and Their Complexes with siRNAs on HeLa Cells; paragraph 30,C
158,181,189,immune activation,immunotoxicity,,,,,1,12464,Introduction; paragraph 5,C
159,182,190,neurotoxicity,neurological,,,,,1,1164,Materials and methods > Lateral i.c.v. catheter and reservoir implantation through new anchoring system; paragraph 37,B
161,184,192,hepatotoxicity,hepatic,,,no significant change,,1,2195,Abstract; paragraph 1,C
162,184,193,hepatotoxicity,hepatic,,,no significant change,,1,2198,Abstract; paragraph 1,C
163,185,194,cell viability/cytotoxicity,general safety,,,no significant change,significant,1,12521,2. Results > 2.5. Cell Viability; paragraph 14,A
165,187,196,hepatotoxicity,hepatic,,,no significant change,,1,1486,DISCUSSION; paragraph 52,B
166,185,197,hepatotoxicity,hepatic,,,no significant change,significant,1,1613,"Results and discussion > Characterization of LHHK LNPs for morphology, toxicity, serum stability, and hemolytic assay; paragraph 33",A
167,188,198,hepatotoxicity,hepatic,,,,,1,1616,Results > Safety and tolerability; paragraph 28,A
169,190,200,hepatotoxicity,hepatic,,,no significant change,significant,1,4065,Results and discussion > In vitro inhibition of siTNFα; paragraph 21,A
170,191,201,hepatotoxicity,hepatic,,,,,1,4105,Discussion; paragraph 36,B
172,193,203,hepatotoxicity,hepatic,,,no significant change,,1,1463,4. Discussion; paragraph 49,B
173,194,204,hepatotoxicity,hepatic,,,no significant change,significant,1,1639,DISCUSSION; paragraph 40,B
174,195,205,hepatotoxicity,hepatic,,,no significant change,,1,1641,Results > Cytotoxicity tests; paragraph 28,A
175,196,206,hepatotoxicity,hepatic,,,no significant change,,1,1643,Discussion; paragraph 36,B
176,197,207,hepatotoxicity,hepatic,,,increased,significant,1,2257,Abstract; paragraph 1,B
177,198,208,hepatotoxicity,hepatic,,,no significant change,,1,1430,Abstract; paragraph 1,B
178,199,209,hepatotoxicity,hepatic,,,no significant change,,1,2784,Discussion; paragraph 23,B
179,200,210,hepatotoxicity,hepatic,,,decreased,significant,1,4207,Discussion; paragraph 27,B
180,186,211,hepatotoxicity,hepatic,,,no significant change,,1,2060,DISCUSSION; paragraph 39,B
181,201,212,hepatotoxicity,hepatic,,,,,1,2230,Abstract > Results; paragraph 3,A
182,186,213,hepatotoxicity,hepatic,,,,,1,2787,Results and Discussion > Cytotoxicity; paragraph 5,A
183,202,214,hepatotoxicity,hepatic,,,no significant change,significant,1,2324,DISCUSSION; paragraph 65,B
184,186,215,hepatotoxicity,hepatic,,,,significant,1,4234,Abstract; paragraph 1,B
185,203,216,hepatotoxicity,hepatic,,,no significant change,significant,1,2327,Discussion; paragraph 33,B
186,204,217,hepatotoxicity,hepatic,,,,,1,2812,Results and discussion > PMO delivery in C2C12 myoblast cell lines expressing GFP/hDysE50; paragraph 17,A
187,205,218,hepatotoxicity,hepatic,,,increased,,1,2328,3. Results > 3.2. Safety results; paragraph 15,A
188,186,219,hepatotoxicity,hepatic,,,no significant change,,1,4259,Abstract; paragraph 1,B
189,186,220,hepatotoxicity,hepatic,,,no significant change,,1,4268,Discussion; paragraph 38,C
190,206,221,hepatotoxicity,hepatic,,,no significant change,significant,1,10925,4. Discussion; paragraph 28,B
192,208,223,renal safety,renal,,,no significant change,,1,1629,Results > Safety; paragraph 23,A
193,219,236,hepatotoxicity,hepatic,,,no significant change,significant,1,1152,Discussion; paragraph 52,B
194,220,237,hepatotoxicity,hepatic,,,no significant change,significant,1,1196,Results > Tolerability and safety profiles; paragraph 24,A
196,186,239,hepatotoxicity,hepatic,,,no significant change,significant,1,1511,Results and discussion > In vitro anti-fibrotic effect validation of ASO and characterization of ZMO-E5-NPs-ASO properties; paragraph 38,A
197,221,240,hepatotoxicity,hepatic,,,no significant change,,1,4532,Conclusions; paragraph 92,B
199,223,242,hepatotoxicity,hepatic,,,no significant change,,1,6205,Discussion; paragraph 44,B
202,226,245,hepatotoxicity,hepatic,,,no significant change,significant,1,1477,Discussion; paragraph 30,B
203,185,246,hepatotoxicity,hepatic,,,no significant change,significant,1,1551,3. Results and Discussion > 3.2. Cytotoxicity of LNP-siN.C./siTNF-α and LNP-siN.C./siTNF-α-HCQ; paragraph 26,A
204,227,247,hepatotoxicity,hepatic,,,decreased,significant,1,1788,3. Discussion; paragraph 24,B
205,228,248,hepatotoxicity,hepatic,,,no significant change,significant,1,1825,Results and discussion > Cell viability; paragraph 39,A
207,229,250,immune activation,immunotoxicity,,,no significant change,,1,2155,Abstract; paragraph 2,C
208,230,251,neurotoxicity,neurological,,,no significant change,,1,2347,Discussion; paragraph 30,B
209,231,252,hepatotoxicity,hepatic,,,no significant change,,1,2503,Abstract; paragraph 1,B
210,232,253,hepatotoxicity,hepatic,,,no significant change,significant,1,2522,Results > Integrated safety analysis: AEs; paragraph 26,A
212,185,255,hepatotoxicity,hepatic,,,no significant change,significant,1,3595,Conclusion; paragraph 65,B
213,185,256,hepatotoxicity,hepatic,,,no significant change,significant,1,3614,Results and Discussion > In Vivo GFP-pDNA Delivery by TP-SL@PB; paragraph 46,A
214,185,257,hepatotoxicity,hepatic,,,,significant,1,3626,Results and Discussion > Cell uptake and toxicity of siRNA@NP@ND in vitro; paragraph 12,A
215,185,258,hepatotoxicity,hepatic,,,no significant change,significant,1,3640,Results and discussion > Anti-metastasis and in vivo biosafety evaluation; paragraph 28,A
216,185,259,hepatotoxicity,hepatic,,,,significant,1,3690,Results and Discussion > Enhanced Cellular Uptake And Neurospecificity of Targeted Polyplexes; paragraph 14,A
218,235,261,hepatotoxicity,hepatic,,,no significant change,significant,1,7646,Discussion; paragraph 46,B
219,236,262,renal safety,renal,,,increased,significant,1,9397,Discussion; paragraph 48,C
224,93,267,hepatotoxicity,hepatic,,,no significant change,significant,1,2348,3. Discussion > 3.1. Descriptive Analysis; paragraph 18,B
228,243,271,hepatotoxicity,hepatic,,,no significant change,,1,1458,DISCUSSION; paragraph 37,B
229,244,272,safety/tolerability,general safety,,,no significant change,,1,2676,Results > Safety outcomes; paragraph 13,A
230,245,273,renal safety,renal,,,no significant change,,1,2680,Abstract; paragraph 1,B
231,246,274,hepatotoxicity,hepatic,,,no significant change,,1,2701,Discussion; paragraph 35,B
235,186,278,hepatotoxicity,hepatic,,,,significant,1,2755,Results > PS- and ME/PS- modified oligonucleotides decrease platelet concentration in vitro; paragraph 29,A
237,186,280,hepatotoxicity,hepatic,,,increased,significant,1,2768,4. Discussion > 4.2. Supplemented Transfection Medium Stabilizes Nanocomplexes but Harms Human Respiratory Epithelial Cells; paragraph 34,A
238,251,281,hepatotoxicity,hepatic,,,no significant change,,1,2105,DISCUSSION; paragraph 57,B
239,186,282,hepatotoxicity,hepatic,,,no significant change,,1,2116,Materials and Methods > AON administration; FIG. 1. caption,A
240,186,283,hepatotoxicity,hepatic,,,no significant change,significant,1,2322,Discussion; paragraph 36,B
241,186,284,hepatotoxicity,hepatic,,,no significant change,,1,2237,Discussion; paragraph 26,B
242,185,285,hepatotoxicity,hepatic,,,no significant change,significant,1,12119,Discussion; paragraph 21,B
243,186,286,hepatotoxicity,hepatic,,,increased,,1,2329,Abstract; paragraph 1,B
244,252,287,safety/tolerability,general safety,,,,,1,2611,Results; paragraph 15,A
245,258,298,hepatotoxicity,hepatic,,,,significant,1,1029,PubMed abstract,C
246,259,299,hepatotoxicity,hepatic,,,decreased,,1,1033,PubMed abstract,C
247,260,300,hepatotoxicity,hepatic,,,no significant change,significant,1,1064,PubMed abstract,B
248,261,301,hepatotoxicity,hepatic,,,no significant change,,1,1150,PubMed abstract,B
249,262,302,hepatotoxicity,hepatic,,,no significant change,,1,1151,PubMed abstract,C
250,263,303,safety/tolerability,general safety,,,no significant change,,1,1217,PubMed abstract,B
251,264,304,hepatotoxicity,hepatic,,,no significant change,significant,1,1218,PubMed abstract,B
253,6,306,hepatotoxicity,hepatic,,,no significant change,,1,1472,PubMed abstract,C
254,185,307,hepatotoxicity,hepatic,,,no significant change,,1,1726,PubMed abstract,C
258,268,311,hepatotoxicity,hepatic,,,increased,significant,1,3272,PubMed abstract,C
259,269,312,hepatotoxicity,hepatic,,,no significant change,,1,3312,PubMed abstract,C
260,270,313,hepatotoxicity,hepatic,,,,significant,1,3376,PubMed abstract,C
262,272,315,hepatotoxicity,hepatic,,,no significant change,significant,1,5189,PubMed abstract,C
264,252,317,safety/tolerability,general safety,,,no significant change,,1,12078,PubMed abstract,B
265,186,318,hepatotoxicity,hepatic,,,no significant change,significant,1,8,PubMed abstract,C
266,274,319,hepatotoxicity,hepatic,,,no significant change,significant,1,1048,PubMed abstract,B
267,185,320,hepatotoxicity,hepatic,,,,,1,1077,PubMed abstract sentence 5,C
268,275,321,hepatotoxicity,hepatic,,,decreased,significant,1,1108,PubMed abstract,C
270,276,323,hepatotoxicity,hepatic,,,no significant change,significant,1,1133,PubMed abstract,B
271,277,324,hepatotoxicity,hepatic,,,no significant change,significant,1,1425,PubMed abstract,C
273,279,326,hepatotoxicity,hepatic,,,no significant change,,1,1468,PubMed abstract,B
278,282,331,hepatotoxicity,hepatic,,,no significant change,significant,1,3484,PubMed abstract,C
283,284,336,hepatotoxicity,hepatic,,,no significant change,significant,1,3572,PubMed abstract,C
288,185,341,hepatotoxicity,hepatic,,,increased,,1,3764,PubMed abstract,C
290,286,343,hepatotoxicity,hepatic,,,increased,significant,1,9647,PubMed abstract,C
291,287,344,hepatotoxicity,hepatic,,,no significant change,significant,1,9951,PubMed abstract,C
293,289,346,hepatotoxicity,hepatic,,,,significant,1,10466,PubMed abstract,B
296,291,349,hepatotoxicity,hepatic,,,no significant change,significant,1,1112,PubMed abstract,B
297,292,350,hepatotoxicity,hepatic,,,no significant change,,1,1453,PubMed abstract,B
298,293,351,hepatotoxicity,hepatic,,,no significant change,,1,1454,PubMed abstract,B
